,temp,out/in,date,year,month,day,weekday,hour
16218,32,In,2018-01-11 00:06:00,2018,1,11,3,0
16186,32,In,2018-01-11 02:12:00,2018,1,11,3,2
16176,32,In,2018-01-11 02:44:00,2018,1,11,3,2
16174,32,In,2018-01-11 02:46:00,2018,1,11,3,2
16167,31,In,2018-01-11 02:58:00,2018,1,11,3,2
16165,31,In,2018-01-11 03:06:00,2018,1,11,3,3
16162,31,In,2018-01-11 03:20:00,2018,1,11,3,3
16161,31,In,2018-01-11 03:22:00,2018,1,11,3,3
16159,31,In,2018-01-11 03:31:00,2018,1,11,3,3
16157,30,In,2018-01-11 03:34:00,2018,1,11,3,3
16155,30,In,2018-01-11 03:40:00,2018,1,11,3,3
16153,30,In,2018-01-11 03:44:00,2018,1,11,3,3
16152,30,In,2018-01-11 03:46:00,2018,1,11,3,3
16149,30,In,2018-01-11 03:57:00,2018,1,11,3,3
16148,30,In,2018-01-11 04:02:00,2018,1,11,3,4
16144,30,In,2018-01-11 04:10:00,2018,1,11,3,4
16140,30,In,2018-01-11 04:30:00,2018,1,11,3,4
16139,30,In,2018-01-11 04:34:00,2018,1,11,3,4
16138,30,In,2018-01-11 04:37:00,2018,1,11,3,4
16133,30,In,2018-01-11 05:06:00,2018,1,11,3,5
16127,30,In,2018-01-11 05:46:00,2018,1,11,3,5
16122,30,In,2018-01-11 06:02:00,2018,1,11,3,6
16121,30,In,2018-01-11 06:08:00,2018,1,11,3,6
16119,30,In,2018-01-11 06:13:00,2018,1,11,3,6
16118,30,In,2018-01-11 06:16:00,2018,1,11,3,6
16117,30,In,2018-01-11 06:20:00,2018,1,11,3,6
16115,30,In,2018-01-11 06:22:00,2018,1,11,3,6
16108,30,In,2018-01-11 06:43:00,2018,1,11,3,6
16107,30,In,2018-01-11 06:51:00,2018,1,11,3,6
16105,30,In,2018-01-11 06:53:00,2018,1,11,3,6
16103,30,In,2018-01-11 06:59:00,2018,1,11,3,6
16101,30,In,2018-01-11 07:03:00,2018,1,11,3,7
16099,30,In,2018-01-11 07:07:00,2018,1,11,3,7
16096,30,In,2018-01-11 07:15:00,2018,1,11,3,7
16094,30,In,2018-01-11 07:19:00,2018,1,11,3,7
16092,30,In,2018-01-11 07:22:00,2018,1,11,3,7
16091,30,In,2018-01-11 07:25:00,2018,1,11,3,7
16087,30,In,2018-01-11 07:29:00,2018,1,11,3,7
16085,30,In,2018-01-11 07:31:00,2018,1,11,3,7
16082,30,In,2018-01-11 07:37:00,2018,1,11,3,7
16081,30,In,2018-01-11 07:39:00,2018,1,11,3,7
16079,30,In,2018-01-11 07:46:00,2018,1,11,3,7
16077,30,In,2018-01-11 07:48:00,2018,1,11,3,7
16074,30,In,2018-01-11 07:53:00,2018,1,11,3,7
16072,30,In,2018-01-11 07:55:00,2018,1,11,3,7
16071,30,In,2018-01-11 07:59:00,2018,1,11,3,7
16069,30,In,2018-01-11 08:01:00,2018,1,11,3,8
16067,29,In,2018-01-11 08:03:00,2018,1,11,3,8
16063,30,In,2018-01-11 08:16:00,2018,1,11,3,8
16058,30,In,2018-01-11 08:29:00,2018,1,11,3,8
16057,30,In,2018-01-11 08:32:00,2018,1,11,3,8
16056,30,In,2018-01-11 08:36:00,2018,1,11,3,8
16054,30,In,2018-01-11 08:39:00,2018,1,11,3,8
16048,30,In,2018-01-11 09:02:00,2018,1,11,3,9
16047,30,In,2018-01-11 09:32:00,2018,1,11,3,9
16046,30,In,2018-01-11 09:38:00,2018,1,11,3,9
16043,30,In,2018-01-11 09:49:00,2018,1,11,3,9
16030,30,In,2018-01-11 10:17:00,2018,1,11,3,10
16026,30,In,2018-01-11 10:24:00,2018,1,11,3,10
15991,30,In,2018-01-11 11:50:00,2018,1,11,3,11
15983,29,In,2018-01-11 12:11:00,2018,1,11,3,12
15979,30,In,2018-01-11 12:20:00,2018,1,11,3,12
15977,29,In,2018-01-11 12:23:00,2018,1,11,3,12
15975,29,In,2018-01-11 12:25:00,2018,1,11,3,12
15974,29,In,2018-01-11 12:28:00,2018,1,11,3,12
15972,29,In,2018-01-11 12:32:00,2018,1,11,3,12
15968,29,In,2018-01-11 12:46:00,2018,1,11,3,12
15967,29,In,2018-01-11 12:50:00,2018,1,11,3,12
15965,29,In,2018-01-11 12:54:00,2018,1,11,3,12
15963,29,In,2018-01-11 12:56:00,2018,1,11,3,12
15960,29,In,2018-01-11 13:02:00,2018,1,11,3,13
15958,30,In,2018-01-11 13:04:00,2018,1,11,3,13
15951,30,In,2018-01-11 13:18:00,2018,1,11,3,13
15944,31,In,2018-01-11 13:36:00,2018,1,11,3,13
15943,30,In,2018-01-11 13:38:00,2018,1,11,3,13
15941,31,In,2018-01-11 13:42:00,2018,1,11,3,13
15934,31,In,2018-01-11 14:00:00,2018,1,11,3,14
15905,32,In,2018-01-11 15:40:00,2018,1,11,3,15
15902,32,In,2018-01-11 15:44:00,2018,1,11,3,15
15901,31,In,2018-01-11 15:52:00,2018,1,11,3,15
15900,32,In,2018-01-11 15:54:00,2018,1,11,3,15
15893,32,In,2018-01-11 16:14:00,2018,1,11,3,16
15891,32,In,2018-01-11 16:16:00,2018,1,11,3,16
15877,32,In,2018-01-11 16:50:00,2018,1,11,3,16
15875,32,In,2018-01-11 16:52:00,2018,1,11,3,16
15872,32,In,2018-01-11 17:04:00,2018,1,11,3,17
15871,32,In,2018-01-11 17:06:00,2018,1,11,3,17
15818,32,In,2018-01-11 19:53:00,2018,1,11,3,19
15817,32,In,2018-01-11 19:55:00,2018,1,11,3,19
15812,32,In,2018-01-11 20:23:00,2018,1,11,3,20
15811,32,In,2018-01-11 20:25:00,2018,1,11,3,20
15810,32,In,2018-01-11 20:29:00,2018,1,11,3,20
15809,32,In,2018-01-11 20:31:00,2018,1,11,3,20
15808,32,In,2018-01-11 20:37:00,2018,1,11,3,20
15806,32,In,2018-01-11 20:41:00,2018,1,11,3,20
15805,32,In,2018-01-11 20:43:00,2018,1,11,3,20
15763,32,In,2018-01-11 23:33:00,2018,1,11,3,23
15725,32,In,2018-02-11 01:31:00,2018,2,11,6,1
15724,32,In,2018-02-11 01:33:00,2018,2,11,6,1
15722,32,In,2018-02-11 01:39:00,2018,2,11,6,1
15720,32,In,2018-02-11 01:41:00,2018,2,11,6,1
15717,32,In,2018-02-11 01:47:00,2018,2,11,6,1
15709,32,In,2018-02-11 02:03:00,2018,2,11,6,2
15708,32,In,2018-02-11 02:05:00,2018,2,11,6,2
15707,32,In,2018-02-11 02:07:00,2018,2,11,6,2
15706,32,In,2018-02-11 02:09:00,2018,2,11,6,2
15703,32,In,2018-02-11 02:27:00,2018,2,11,6,2
15695,32,In,2018-02-11 02:55:00,2018,2,11,6,2
15694,32,In,2018-02-11 03:03:00,2018,2,11,6,3
15692,31,In,2018-02-11 03:05:00,2018,2,11,6,3
15690,31,In,2018-02-11 03:07:00,2018,2,11,6,3
15688,31,In,2018-02-11 03:09:00,2018,2,11,6,3
15685,31,In,2018-02-11 03:15:00,2018,2,11,6,3
15682,31,In,2018-02-11 03:25:00,2018,2,11,6,3
15678,31,In,2018-02-11 03:33:00,2018,2,11,6,3
15676,31,In,2018-02-11 03:41:00,2018,2,11,6,3
15672,31,In,2018-02-11 03:47:00,2018,2,11,6,3
15670,31,In,2018-02-11 03:50:00,2018,2,11,6,3
15666,31,In,2018-02-11 03:57:00,2018,2,11,6,3
15663,31,In,2018-02-11 04:01:00,2018,2,11,6,4
15662,31,In,2018-02-11 04:03:00,2018,2,11,6,4
15660,31,In,2018-02-11 04:05:00,2018,2,11,6,4
15658,31,In,2018-02-11 04:07:00,2018,2,11,6,4
15650,31,In,2018-02-11 04:28:00,2018,2,11,6,4
15645,31,In,2018-02-11 04:40:00,2018,2,11,6,4
15639,31,In,2018-02-11 04:59:00,2018,2,11,6,4
15627,31,In,2018-02-11 05:28:00,2018,2,11,6,5
15621,31,In,2018-02-11 05:42:00,2018,2,11,6,5
15618,31,In,2018-02-11 05:47:00,2018,2,11,6,5
15600,31,In,2018-02-11 06:50:00,2018,2,11,6,6
15580,31,In,2018-02-11 07:37:00,2018,2,11,6,7
15578,31,In,2018-02-11 07:41:00,2018,2,11,6,7
15577,31,In,2018-02-11 07:54:00,2018,2,11,6,7
15576,31,In,2018-02-11 07:56:00,2018,2,11,6,7
15573,31,In,2018-02-11 08:07:00,2018,2,11,6,8
15561,31,In,2018-02-11 09:28:00,2018,2,11,6,9
15547,30,In,2018-02-11 10:27:00,2018,2,11,6,10
15545,30,In,2018-02-11 10:36:00,2018,2,11,6,10
15538,30,In,2018-02-11 11:00:00,2018,2,11,6,11
15537,30,In,2018-02-11 11:05:00,2018,2,11,6,11
15536,30,In,2018-02-11 11:07:00,2018,2,11,6,11
15531,30,In,2018-02-11 11:28:00,2018,2,11,6,11
15530,30,In,2018-02-11 11:31:00,2018,2,11,6,11
15529,30,In,2018-02-11 11:34:00,2018,2,11,6,11
15528,30,In,2018-02-11 11:41:00,2018,2,11,6,11
15527,30,In,2018-02-11 11:59:00,2018,2,11,6,11
15526,30,In,2018-02-11 12:09:00,2018,2,11,6,12
15525,31,In,2018-02-11 12:15:00,2018,2,11,6,12
15524,30,In,2018-02-11 12:17:00,2018,2,11,6,12
15523,31,In,2018-02-11 12:19:00,2018,2,11,6,12
15517,32,In,2018-02-11 13:25:00,2018,2,11,6,13
15516,31,In,2018-02-11 13:27:00,2018,2,11,6,13
15515,32,In,2018-02-11 13:29:00,2018,2,11,6,13
15514,31,In,2018-02-11 13:37:00,2018,2,11,6,13
15513,32,In,2018-02-11 13:39:00,2018,2,11,6,13
15493,32,In,2018-02-11 14:51:00,2018,2,11,6,14
15490,32,In,2018-02-11 14:55:00,2018,2,11,6,14
15489,32,In,2018-02-11 14:57:00,2018,2,11,6,14
15461,32,In,2018-02-11 17:18:00,2018,2,11,6,17
15411,32,In,2018-02-11 20:12:00,2018,2,11,6,20
15370,32,In,2018-02-11 22:10:00,2018,2,11,6,22
95208,32,In,2018-03-09 09:20:00,2018,3,9,4,9
95207,32,In,2018-03-09 09:20:00,2018,3,9,4,9
95206,32,In,2018-03-09 09:20:00,2018,3,9,4,9
95210,32,In,2018-03-09 09:20:00,2018,3,9,4,9
95209,32,In,2018-03-09 09:20:00,2018,3,9,4,9
95197,32,In,2018-03-09 09:21:00,2018,3,9,4,9
95205,32,In,2018-03-09 09:21:00,2018,3,9,4,9
95204,32,In,2018-03-09 09:21:00,2018,3,9,4,9
95203,32,In,2018-03-09 09:21:00,2018,3,9,4,9
95202,32,In,2018-03-09 09:21:00,2018,3,9,4,9
95199,32,In,2018-03-09 09:21:00,2018,3,9,4,9
95198,32,In,2018-03-09 09:21:00,2018,3,9,4,9
95196,32,In,2018-03-09 09:21:00,2018,3,9,4,9
95195,32,In,2018-03-09 09:21:00,2018,3,9,4,9
95194,32,In,2018-03-09 09:21:00,2018,3,9,4,9
95193,32,In,2018-03-09 09:21:00,2018,3,9,4,9
95184,32,In,2018-03-09 09:22:00,2018,3,9,4,9
95182,32,In,2018-03-09 09:22:00,2018,3,9,4,9
95183,32,In,2018-03-09 09:22:00,2018,3,9,4,9
95180,32,In,2018-03-09 09:22:00,2018,3,9,4,9
95185,32,In,2018-03-09 09:22:00,2018,3,9,4,9
95181,32,In,2018-03-09 09:22:00,2018,3,9,4,9
95186,32,In,2018-03-09 09:22:00,2018,3,9,4,9
95190,32,In,2018-03-09 09:22:00,2018,3,9,4,9
95188,32,In,2018-03-09 09:22:00,2018,3,9,4,9
95189,32,In,2018-03-09 09:22:00,2018,3,9,4,9
95191,32,In,2018-03-09 09:22:00,2018,3,9,4,9
95192,32,In,2018-03-09 09:22:00,2018,3,9,4,9
95187,32,In,2018-03-09 09:22:00,2018,3,9,4,9
95165,32,In,2018-03-09 09:23:00,2018,3,9,4,9
95166,32,In,2018-03-09 09:23:00,2018,3,9,4,9
95167,32,In,2018-03-09 09:23:00,2018,3,9,4,9
95168,32,In,2018-03-09 09:23:00,2018,3,9,4,9
95169,32,In,2018-03-09 09:23:00,2018,3,9,4,9
95170,32,In,2018-03-09 09:23:00,2018,3,9,4,9
95172,32,In,2018-03-09 09:23:00,2018,3,9,4,9
95179,32,In,2018-03-09 09:23:00,2018,3,9,4,9
95174,32,In,2018-03-09 09:23:00,2018,3,9,4,9
95175,32,In,2018-03-09 09:23:00,2018,3,9,4,9
95176,32,In,2018-03-09 09:23:00,2018,3,9,4,9
95177,32,In,2018-03-09 09:23:00,2018,3,9,4,9
95178,32,In,2018-03-09 09:23:00,2018,3,9,4,9
95173,32,In,2018-03-09 09:23:00,2018,3,9,4,9
95154,32,In,2018-03-09 09:24:00,2018,3,9,4,9
95158,32,In,2018-03-09 09:24:00,2018,3,9,4,9
95155,32,In,2018-03-09 09:24:00,2018,3,9,4,9
95156,32,In,2018-03-09 09:24:00,2018,3,9,4,9
95157,32,In,2018-03-09 09:24:00,2018,3,9,4,9
95159,32,In,2018-03-09 09:24:00,2018,3,9,4,9
95152,32,In,2018-03-09 09:24:00,2018,3,9,4,9
95161,32,In,2018-03-09 09:24:00,2018,3,9,4,9
95162,32,In,2018-03-09 09:24:00,2018,3,9,4,9
95163,32,In,2018-03-09 09:24:00,2018,3,9,4,9
95164,32,In,2018-03-09 09:24:00,2018,3,9,4,9
95153,32,In,2018-03-09 09:24:00,2018,3,9,4,9
95160,32,In,2018-03-09 09:24:00,2018,3,9,4,9
95151,32,In,2018-03-09 09:24:00,2018,3,9,4,9
95149,32,In,2018-03-09 09:24:00,2018,3,9,4,9
95148,32,In,2018-03-09 09:24:00,2018,3,9,4,9
95146,32,In,2018-03-09 09:24:00,2018,3,9,4,9
95134,32,In,2018-03-09 09:25:00,2018,3,9,4,9
95129,32,In,2018-03-09 09:25:00,2018,3,9,4,9
95130,33,In,2018-03-09 09:25:00,2018,3,9,4,9
95131,32,In,2018-03-09 09:25:00,2018,3,9,4,9
95132,32,In,2018-03-09 09:25:00,2018,3,9,4,9
95133,32,In,2018-03-09 09:25:00,2018,3,9,4,9
95136,32,In,2018-03-09 09:25:00,2018,3,9,4,9
95138,32,In,2018-03-09 09:25:00,2018,3,9,4,9
95140,32,In,2018-03-09 09:25:00,2018,3,9,4,9
95141,32,In,2018-03-09 09:25:00,2018,3,9,4,9
95144,32,In,2018-03-09 09:25:00,2018,3,9,4,9
95145,32,In,2018-03-09 09:25:00,2018,3,9,4,9
95137,32,In,2018-03-09 09:25:00,2018,3,9,4,9
95112,32,In,2018-03-09 09:26:00,2018,3,9,4,9
95114,32,In,2018-03-09 09:26:00,2018,3,9,4,9
95113,32,In,2018-03-09 09:26:00,2018,3,9,4,9
95111,32,In,2018-03-09 09:26:00,2018,3,9,4,9
95121,32,In,2018-03-09 09:26:00,2018,3,9,4,9
95115,32,In,2018-03-09 09:26:00,2018,3,9,4,9
95126,32,In,2018-03-09 09:26:00,2018,3,9,4,9
95124,32,In,2018-03-09 09:26:00,2018,3,9,4,9
95117,32,In,2018-03-09 09:26:00,2018,3,9,4,9
95091,32,In,2018-03-09 09:27:00,2018,3,9,4,9
95099,32,In,2018-03-09 09:27:00,2018,3,9,4,9
95101,32,In,2018-03-09 09:27:00,2018,3,9,4,9
95102,32,In,2018-03-09 09:27:00,2018,3,9,4,9
95103,32,In,2018-03-09 09:27:00,2018,3,9,4,9
95104,32,In,2018-03-09 09:27:00,2018,3,9,4,9
95105,32,In,2018-03-09 09:27:00,2018,3,9,4,9
95106,32,In,2018-03-09 09:27:00,2018,3,9,4,9
95094,32,In,2018-03-09 09:27:00,2018,3,9,4,9
95100,32,In,2018-03-09 09:27:00,2018,3,9,4,9
95086,32,In,2018-03-09 09:28:00,2018,3,9,4,9
95088,32,In,2018-03-09 09:28:00,2018,3,9,4,9
95089,32,In,2018-03-09 09:28:00,2018,3,9,4,9
95072,32,In,2018-03-09 09:28:00,2018,3,9,4,9
95073,32,In,2018-03-09 09:28:00,2018,3,9,4,9
95074,32,In,2018-03-09 09:28:00,2018,3,9,4,9
95075,32,In,2018-03-09 09:28:00,2018,3,9,4,9
95077,32,In,2018-03-09 09:28:00,2018,3,9,4,9
95078,32,In,2018-03-09 09:28:00,2018,3,9,4,9
95076,32,In,2018-03-09 09:28:00,2018,3,9,4,9
95080,32,In,2018-03-09 09:28:00,2018,3,9,4,9
95082,32,In,2018-03-09 09:28:00,2018,3,9,4,9
95083,32,In,2018-03-09 09:28:00,2018,3,9,4,9
95087,32,In,2018-03-09 09:28:00,2018,3,9,4,9
95062,32,In,2018-03-09 09:29:00,2018,3,9,4,9
95058,32,In,2018-03-09 09:29:00,2018,3,9,4,9
95059,32,In,2018-03-09 09:29:00,2018,3,9,4,9
95061,32,In,2018-03-09 09:29:00,2018,3,9,4,9
95063,32,In,2018-03-09 09:29:00,2018,3,9,4,9
95060,32,In,2018-03-09 09:29:00,2018,3,9,4,9
95066,32,In,2018-03-09 09:29:00,2018,3,9,4,9
95070,32,In,2018-03-09 09:29:00,2018,3,9,4,9
95068,32,In,2018-03-09 09:29:00,2018,3,9,4,9
95064,32,In,2018-03-09 09:29:00,2018,3,9,4,9
95049,32,In,2018-03-09 09:31:00,2018,3,9,4,9
95048,32,In,2018-03-09 09:31:00,2018,3,9,4,9
95052,32,In,2018-03-09 09:31:00,2018,3,9,4,9
95053,32,In,2018-03-09 09:31:00,2018,3,9,4,9
94957,33,In,2018-03-09 10:04:00,2018,3,9,4,10
94956,32,In,2018-03-09 10:04:00,2018,3,9,4,10
94901,32,In,2018-03-09 10:27:00,2018,3,9,4,10
94902,31,In,2018-03-09 10:27:00,2018,3,9,4,10
94742,33,In,2018-03-09 11:13:00,2018,3,9,4,11
94741,32,In,2018-03-09 11:13:00,2018,3,9,4,11
94726,33,In,2018-03-09 11:27:00,2018,3,9,4,11
94725,32,In,2018-03-09 11:27:00,2018,3,9,4,11
94700,32,In,2018-03-09 11:34:00,2018,3,9,4,11
94701,31,In,2018-03-09 11:34:00,2018,3,9,4,11
94667,32,In,2018-03-09 12:17:00,2018,3,9,4,12
94666,32,In,2018-03-09 12:17:00,2018,3,9,4,12
94659,32,In,2018-03-09 12:18:00,2018,3,9,4,12
94658,32,In,2018-03-09 12:18:00,2018,3,9,4,12
94660,32,In,2018-03-09 12:18:00,2018,3,9,4,12
94663,32,In,2018-03-09 12:18:00,2018,3,9,4,12
94662,32,In,2018-03-09 12:18:00,2018,3,9,4,12
94664,32,In,2018-03-09 12:18:00,2018,3,9,4,12
94665,32,In,2018-03-09 12:18:00,2018,3,9,4,12
94661,32,In,2018-03-09 12:18:00,2018,3,9,4,12
94654,32,In,2018-03-09 12:20:00,2018,3,9,4,12
94653,32,In,2018-03-09 12:20:00,2018,3,9,4,12
94642,32,In,2018-03-09 12:23:00,2018,3,9,4,12
94641,32,In,2018-03-09 12:23:00,2018,3,9,4,12
94633,32,In,2018-03-09 12:28:00,2018,3,9,4,12
94632,32,In,2018-03-09 12:28:00,2018,3,9,4,12
94631,32,In,2018-03-09 12:28:00,2018,3,9,4,12
94630,32,In,2018-03-09 12:28:00,2018,3,9,4,12
94621,32,In,2018-03-09 12:29:00,2018,3,9,4,12
94623,32,In,2018-03-09 12:29:00,2018,3,9,4,12
94625,32,In,2018-03-09 12:29:00,2018,3,9,4,12
94626,32,In,2018-03-09 12:29:00,2018,3,9,4,12
94627,32,In,2018-03-09 12:29:00,2018,3,9,4,12
94613,32,In,2018-03-09 12:31:00,2018,3,9,4,12
94612,32,In,2018-03-09 12:31:00,2018,3,9,4,12
94611,32,In,2018-03-09 12:31:00,2018,3,9,4,12
94610,32,In,2018-03-09 12:31:00,2018,3,9,4,12
94609,32,In,2018-03-09 12:31:00,2018,3,9,4,12
94608,32,In,2018-03-09 12:31:00,2018,3,9,4,12
94607,32,In,2018-03-09 12:31:00,2018,3,9,4,12
94606,32,In,2018-03-09 12:31:00,2018,3,9,4,12
94605,32,In,2018-03-09 12:32:00,2018,3,9,4,12
94604,32,In,2018-03-09 12:32:00,2018,3,9,4,12
94602,32,In,2018-03-09 12:33:00,2018,3,9,4,12
94601,32,In,2018-03-09 12:33:00,2018,3,9,4,12
94600,32,In,2018-03-09 12:33:00,2018,3,9,4,12
94599,32,In,2018-03-09 12:33:00,2018,3,9,4,12
94598,32,In,2018-03-09 12:33:00,2018,3,9,4,12
94603,32,In,2018-03-09 12:33:00,2018,3,9,4,12
94469,32,In,2018-03-09 13:53:00,2018,3,9,4,13
94468,32,In,2018-03-09 13:53:00,2018,3,9,4,13
94461,33,In,2018-03-09 13:56:00,2018,3,9,4,13
94460,32,In,2018-03-09 13:56:00,2018,3,9,4,13
94467,32,In,2018-03-09 13:56:00,2018,3,9,4,13
94466,32,In,2018-03-09 13:56:00,2018,3,9,4,13
94459,32,In,2018-03-09 13:57:00,2018,3,9,4,13
94458,32,In,2018-03-09 13:57:00,2018,3,9,4,13
94457,32,In,2018-03-09 13:58:00,2018,3,9,4,13
94456,32,In,2018-03-09 13:58:00,2018,3,9,4,13
94453,32,In,2018-03-09 14:00:00,2018,3,9,4,14
94452,32,In,2018-03-09 14:00:00,2018,3,9,4,14
94445,32,In,2018-03-09 14:01:00,2018,3,9,4,14
94446,32,In,2018-03-09 14:01:00,2018,3,9,4,14
94450,32,In,2018-03-09 14:01:00,2018,3,9,4,14
94448,32,In,2018-03-09 14:01:00,2018,3,9,4,14
94449,32,In,2018-03-09 14:01:00,2018,3,9,4,14
94451,32,In,2018-03-09 14:01:00,2018,3,9,4,14
94447,32,In,2018-03-09 14:01:00,2018,3,9,4,14
94435,32,In,2018-03-09 14:02:00,2018,3,9,4,14
94438,32,In,2018-03-09 14:02:00,2018,3,9,4,14
94442,32,In,2018-03-09 14:02:00,2018,3,9,4,14
94440,32,In,2018-03-09 14:02:00,2018,3,9,4,14
94441,32,In,2018-03-09 14:02:00,2018,3,9,4,14
94443,32,In,2018-03-09 14:02:00,2018,3,9,4,14
94444,32,In,2018-03-09 14:02:00,2018,3,9,4,14
94439,32,In,2018-03-09 14:02:00,2018,3,9,4,14
94423,32,In,2018-03-09 14:03:00,2018,3,9,4,14
94424,32,In,2018-03-09 14:03:00,2018,3,9,4,14
94426,32,In,2018-03-09 14:03:00,2018,3,9,4,14
94427,32,In,2018-03-09 14:03:00,2018,3,9,4,14
94425,32,In,2018-03-09 14:03:00,2018,3,9,4,14
94431,32,In,2018-03-09 14:03:00,2018,3,9,4,14
94432,32,In,2018-03-09 14:03:00,2018,3,9,4,14
94433,32,In,2018-03-09 14:03:00,2018,3,9,4,14
94434,32,In,2018-03-09 14:03:00,2018,3,9,4,14
94428,32,In,2018-03-09 14:03:00,2018,3,9,4,14
94422,32,In,2018-03-09 14:04:00,2018,3,9,4,14
94421,32,In,2018-03-09 14:04:00,2018,3,9,4,14
94420,32,In,2018-03-09 14:04:00,2018,3,9,4,14
94419,32,In,2018-03-09 14:04:00,2018,3,9,4,14
94418,32,In,2018-03-09 14:04:00,2018,3,9,4,14
94410,32,In,2018-03-09 14:05:00,2018,3,9,4,14
94408,32,In,2018-03-09 14:05:00,2018,3,9,4,14
94409,32,In,2018-03-09 14:05:00,2018,3,9,4,14
94411,32,In,2018-03-09 14:05:00,2018,3,9,4,14
94417,32,In,2018-03-09 14:05:00,2018,3,9,4,14
94413,32,In,2018-03-09 14:05:00,2018,3,9,4,14
94414,32,In,2018-03-09 14:05:00,2018,3,9,4,14
94415,32,In,2018-03-09 14:05:00,2018,3,9,4,14
94416,32,In,2018-03-09 14:05:00,2018,3,9,4,14
94412,32,In,2018-03-09 14:05:00,2018,3,9,4,14
94405,32,In,2018-03-09 14:07:00,2018,3,9,4,14
94404,32,In,2018-03-09 14:07:00,2018,3,9,4,14
94403,32,In,2018-03-09 14:07:00,2018,3,9,4,14
94391,32,In,2018-03-09 14:08:00,2018,3,9,4,14
94392,32,In,2018-03-09 14:08:00,2018,3,9,4,14
94393,32,In,2018-03-09 14:08:00,2018,3,9,4,14
94395,32,In,2018-03-09 14:08:00,2018,3,9,4,14
94394,32,In,2018-03-09 14:08:00,2018,3,9,4,14
94397,32,In,2018-03-09 14:08:00,2018,3,9,4,14
94396,32,In,2018-03-09 14:08:00,2018,3,9,4,14
94402,32,In,2018-03-09 14:08:00,2018,3,9,4,14
94399,32,In,2018-03-09 14:08:00,2018,3,9,4,14
94400,32,In,2018-03-09 14:08:00,2018,3,9,4,14
94401,32,In,2018-03-09 14:08:00,2018,3,9,4,14
94398,32,In,2018-03-09 14:08:00,2018,3,9,4,14
94388,32,In,2018-03-09 14:09:00,2018,3,9,4,14
94387,32,In,2018-03-09 14:09:00,2018,3,9,4,14
94386,32,In,2018-03-09 14:09:00,2018,3,9,4,14
94385,32,In,2018-03-09 14:09:00,2018,3,9,4,14
94384,32,In,2018-03-09 14:09:00,2018,3,9,4,14
94383,32,In,2018-03-09 14:09:00,2018,3,9,4,14
94382,32,In,2018-03-09 14:09:00,2018,3,9,4,14
94381,32,In,2018-03-09 14:09:00,2018,3,9,4,14
94380,32,In,2018-03-09 14:09:00,2018,3,9,4,14
94373,32,In,2018-03-09 14:10:00,2018,3,9,4,14
94374,32,In,2018-03-09 14:10:00,2018,3,9,4,14
94378,32,In,2018-03-09 14:10:00,2018,3,9,4,14
94376,32,In,2018-03-09 14:10:00,2018,3,9,4,14
94377,32,In,2018-03-09 14:10:00,2018,3,9,4,14
94379,32,In,2018-03-09 14:10:00,2018,3,9,4,14
94375,32,In,2018-03-09 14:10:00,2018,3,9,4,14
94362,32,In,2018-03-09 14:11:00,2018,3,9,4,14
94358,32,In,2018-03-09 14:11:00,2018,3,9,4,14
94359,32,In,2018-03-09 14:11:00,2018,3,9,4,14
94360,32,In,2018-03-09 14:11:00,2018,3,9,4,14
94361,32,In,2018-03-09 14:11:00,2018,3,9,4,14
94363,32,In,2018-03-09 14:11:00,2018,3,9,4,14
94372,32,In,2018-03-09 14:11:00,2018,3,9,4,14
94365,32,In,2018-03-09 14:11:00,2018,3,9,4,14
94366,32,In,2018-03-09 14:11:00,2018,3,9,4,14
94368,32,In,2018-03-09 14:11:00,2018,3,9,4,14
94370,32,In,2018-03-09 14:11:00,2018,3,9,4,14
94371,32,In,2018-03-09 14:11:00,2018,3,9,4,14
94364,32,In,2018-03-09 14:11:00,2018,3,9,4,14
94350,32,In,2018-03-09 14:12:00,2018,3,9,4,14
94349,32,In,2018-03-09 14:12:00,2018,3,9,4,14
94346,32,In,2018-03-09 14:12:00,2018,3,9,4,14
94353,32,In,2018-03-09 14:12:00,2018,3,9,4,14
94357,32,In,2018-03-09 14:12:00,2018,3,9,4,14
94355,32,In,2018-03-09 14:12:00,2018,3,9,4,14
94356,32,In,2018-03-09 14:12:00,2018,3,9,4,14
94354,32,In,2018-03-09 14:12:00,2018,3,9,4,14
94327,32,In,2018-03-09 14:13:00,2018,3,9,4,14
94328,32,In,2018-03-09 14:13:00,2018,3,9,4,14
94331,32,In,2018-03-09 14:13:00,2018,3,9,4,14
94332,32,In,2018-03-09 14:13:00,2018,3,9,4,14
94333,32,In,2018-03-09 14:13:00,2018,3,9,4,14
94334,32,In,2018-03-09 14:13:00,2018,3,9,4,14
94330,32,In,2018-03-09 14:13:00,2018,3,9,4,14
94337,32,In,2018-03-09 14:13:00,2018,3,9,4,14
94338,32,In,2018-03-09 14:13:00,2018,3,9,4,14
94339,32,In,2018-03-09 14:13:00,2018,3,9,4,14
94341,32,In,2018-03-09 14:13:00,2018,3,9,4,14
94345,32,In,2018-03-09 14:13:00,2018,3,9,4,14
94308,32,In,2018-03-09 14:14:00,2018,3,9,4,14
94304,32,In,2018-03-09 14:14:00,2018,3,9,4,14
94301,32,In,2018-03-09 14:14:00,2018,3,9,4,14
94313,32,In,2018-03-09 14:14:00,2018,3,9,4,14
