,temp,out/in,date,year,month,day,weekday,hour
91289,30,In,2018-04-09 03:18:00,2018,4,9,0,3
91290,29,In,2018-04-09 03:18:00,2018,4,9,0,3
91291,30,In,2018-04-09 03:18:00,2018,4,9,0,3
91292,30,In,2018-04-09 03:18:00,2018,4,9,0,3
91293,30,In,2018-04-09 03:18:00,2018,4,9,0,3
91296,30,In,2018-04-09 03:18:00,2018,4,9,0,3
91297,30,In,2018-04-09 03:18:00,2018,4,9,0,3
91285,30,In,2018-04-09 03:19:00,2018,4,9,0,3
91287,30,In,2018-04-09 03:19:00,2018,4,9,0,3
91288,29,In,2018-04-09 03:19:00,2018,4,9,0,3
91286,30,In,2018-04-09 03:19:00,2018,4,9,0,3
91279,30,In,2018-04-09 03:20:00,2018,4,9,0,3
91280,30,In,2018-04-09 03:20:00,2018,4,9,0,3
91281,30,In,2018-04-09 03:20:00,2018,4,9,0,3
91283,30,In,2018-04-09 03:20:00,2018,4,9,0,3
91267,30,In,2018-04-09 03:21:00,2018,4,9,0,3
91268,30,In,2018-04-09 03:21:00,2018,4,9,0,3
91270,30,In,2018-04-09 03:21:00,2018,4,9,0,3
91271,29,In,2018-04-09 03:21:00,2018,4,9,0,3
91272,30,In,2018-04-09 03:21:00,2018,4,9,0,3
91273,30,In,2018-04-09 03:21:00,2018,4,9,0,3
91269,29,In,2018-04-09 03:21:00,2018,4,9,0,3
91275,30,In,2018-04-09 03:21:00,2018,4,9,0,3
91276,29,In,2018-04-09 03:21:00,2018,4,9,0,3
91277,30,In,2018-04-09 03:21:00,2018,4,9,0,3
91278,30,In,2018-04-09 03:21:00,2018,4,9,0,3
91274,29,In,2018-04-09 03:21:00,2018,4,9,0,3
91251,30,In,2018-04-09 03:22:00,2018,4,9,0,3
91246,29,In,2018-04-09 03:22:00,2018,4,9,0,3
91245,30,In,2018-04-09 03:22:00,2018,4,9,0,3
91243,30,In,2018-04-09 03:22:00,2018,4,9,0,3
91253,30,In,2018-04-09 03:22:00,2018,4,9,0,3
91247,29,In,2018-04-09 03:22:00,2018,4,9,0,3
91254,29,In,2018-04-09 03:22:00,2018,4,9,0,3
91244,29,In,2018-04-09 03:22:00,2018,4,9,0,3
91266,29,In,2018-04-09 03:22:00,2018,4,9,0,3
91265,30,In,2018-04-09 03:22:00,2018,4,9,0,3
91264,29,In,2018-04-09 03:22:00,2018,4,9,0,3
91262,30,In,2018-04-09 03:22:00,2018,4,9,0,3
91260,29,In,2018-04-09 03:22:00,2018,4,9,0,3
91259,30,In,2018-04-09 03:22:00,2018,4,9,0,3
91228,30,In,2018-04-09 03:23:00,2018,4,9,0,3
91227,29,In,2018-04-09 03:23:00,2018,4,9,0,3
91224,30,In,2018-04-09 03:23:00,2018,4,9,0,3
91220,30,In,2018-04-09 03:23:00,2018,4,9,0,3
91229,30,In,2018-04-09 03:23:00,2018,4,9,0,3
91218,29,In,2018-04-09 03:23:00,2018,4,9,0,3
91231,29,In,2018-04-09 03:23:00,2018,4,9,0,3
91233,30,In,2018-04-09 03:23:00,2018,4,9,0,3
91234,29,In,2018-04-09 03:23:00,2018,4,9,0,3
91236,30,In,2018-04-09 03:23:00,2018,4,9,0,3
91237,30,In,2018-04-09 03:23:00,2018,4,9,0,3
91241,29,In,2018-04-09 03:23:00,2018,4,9,0,3
91201,29,In,2018-04-09 03:24:00,2018,4,9,0,3
91198,30,In,2018-04-09 03:24:00,2018,4,9,0,3
91196,29,In,2018-04-09 03:24:00,2018,4,9,0,3
91195,30,In,2018-04-09 03:24:00,2018,4,9,0,3
91194,30,In,2018-04-09 03:24:00,2018,4,9,0,3
91193,29,In,2018-04-09 03:24:00,2018,4,9,0,3
91217,30,In,2018-04-09 03:24:00,2018,4,9,0,3
91216,30,In,2018-04-09 03:24:00,2018,4,9,0,3
91213,29,In,2018-04-09 03:24:00,2018,4,9,0,3
91205,30,In,2018-04-09 03:24:00,2018,4,9,0,3
91207,29,In,2018-04-09 03:24:00,2018,4,9,0,3
91209,30,In,2018-04-09 03:24:00,2018,4,9,0,3
91172,29,In,2018-04-09 03:25:00,2018,4,9,0,3
91175,30,In,2018-04-09 03:25:00,2018,4,9,0,3
91176,29,In,2018-04-09 03:25:00,2018,4,9,0,3
91177,30,In,2018-04-09 03:25:00,2018,4,9,0,3
91182,29,In,2018-04-09 03:25:00,2018,4,9,0,3
91179,30,In,2018-04-09 03:25:00,2018,4,9,0,3
91184,29,In,2018-04-09 03:25:00,2018,4,9,0,3
91183,29,In,2018-04-09 03:25:00,2018,4,9,0,3
91190,30,In,2018-04-09 03:25:00,2018,4,9,0,3
91187,30,In,2018-04-09 03:25:00,2018,4,9,0,3
91186,29,In,2018-04-09 03:25:00,2018,4,9,0,3
91185,30,In,2018-04-09 03:25:00,2018,4,9,0,3
91188,29,In,2018-04-09 03:25:00,2018,4,9,0,3
91180,29,In,2018-04-09 03:25:00,2018,4,9,0,3
91153,29,In,2018-04-09 03:26:00,2018,4,9,0,3
91155,30,In,2018-04-09 03:26:00,2018,4,9,0,3
91158,29,In,2018-04-09 03:26:00,2018,4,9,0,3
91159,30,In,2018-04-09 03:26:00,2018,4,9,0,3
91170,30,In,2018-04-09 03:26:00,2018,4,9,0,3
91169,29,In,2018-04-09 03:26:00,2018,4,9,0,3
91167,29,In,2018-04-09 03:26:00,2018,4,9,0,3
91166,30,In,2018-04-09 03:26:00,2018,4,9,0,3
91165,29,In,2018-04-09 03:26:00,2018,4,9,0,3
91168,30,In,2018-04-09 03:26:00,2018,4,9,0,3
91130,29,In,2018-04-09 03:27:00,2018,4,9,0,3
91131,29,In,2018-04-09 03:27:00,2018,4,9,0,3
91132,29,In,2018-04-09 03:27:00,2018,4,9,0,3
91133,29,In,2018-04-09 03:27:00,2018,4,9,0,3
91134,29,In,2018-04-09 03:27:00,2018,4,9,0,3
91135,30,In,2018-04-09 03:27:00,2018,4,9,0,3
91138,29,In,2018-04-09 03:27:00,2018,4,9,0,3
91140,30,In,2018-04-09 03:27:00,2018,4,9,0,3
91142,29,In,2018-04-09 03:27:00,2018,4,9,0,3
91151,30,In,2018-04-09 03:27:00,2018,4,9,0,3
91149,29,In,2018-04-09 03:27:00,2018,4,9,0,3
91144,30,In,2018-04-09 03:27:00,2018,4,9,0,3
91121,30,In,2018-04-09 03:28:00,2018,4,9,0,3
91117,29,In,2018-04-09 03:28:00,2018,4,9,0,3
91120,29,In,2018-04-09 03:28:00,2018,4,9,0,3
91129,30,In,2018-04-09 03:28:00,2018,4,9,0,3
91128,29,In,2018-04-09 03:28:00,2018,4,9,0,3
91125,30,In,2018-04-09 03:28:00,2018,4,9,0,3
91113,30,In,2018-04-09 03:29:00,2018,4,9,0,3
91112,29,In,2018-04-09 03:29:00,2018,4,9,0,3
91111,30,In,2018-04-09 03:29:00,2018,4,9,0,3
91110,29,In,2018-04-09 03:29:00,2018,4,9,0,3
91098,29,In,2018-04-09 03:30:00,2018,4,9,0,3
91100,30,In,2018-04-09 03:30:00,2018,4,9,0,3
91077,29,In,2018-04-09 03:31:00,2018,4,9,0,3
91085,29,In,2018-04-09 03:31:00,2018,4,9,0,3
91060,29,In,2018-04-09 03:33:00,2018,4,9,0,3
91061,29,In,2018-04-09 03:33:00,2018,4,9,0,3
91063,29,In,2018-04-09 03:33:00,2018,4,9,0,3
91062,29,In,2018-04-09 03:33:00,2018,4,9,0,3
91048,29,In,2018-04-09 03:34:00,2018,4,9,0,3
91049,29,In,2018-04-09 03:34:00,2018,4,9,0,3
91050,29,In,2018-04-09 03:34:00,2018,4,9,0,3
91052,29,In,2018-04-09 03:34:00,2018,4,9,0,3
91053,29,In,2018-04-09 03:34:00,2018,4,9,0,3
91051,29,In,2018-04-09 03:34:00,2018,4,9,0,3
91055,29,In,2018-04-09 03:34:00,2018,4,9,0,3
91056,29,In,2018-04-09 03:34:00,2018,4,9,0,3
91057,29,In,2018-04-09 03:34:00,2018,4,9,0,3
91058,29,In,2018-04-09 03:34:00,2018,4,9,0,3
91059,29,In,2018-04-09 03:34:00,2018,4,9,0,3
91054,29,In,2018-04-09 03:34:00,2018,4,9,0,3
91041,29,In,2018-04-09 03:35:00,2018,4,9,0,3
91038,29,In,2018-04-09 03:37:00,2018,4,9,0,3
91035,29,In,2018-04-09 03:37:00,2018,4,9,0,3
91037,29,In,2018-04-09 03:37:00,2018,4,9,0,3
91036,29,In,2018-04-09 03:37:00,2018,4,9,0,3
91034,29,In,2018-04-09 03:38:00,2018,4,9,0,3
91029,29,In,2018-04-09 03:41:00,2018,4,9,0,3
91028,29,In,2018-04-09 03:41:00,2018,4,9,0,3
91027,29,In,2018-04-09 03:42:00,2018,4,9,0,3
91026,29,In,2018-04-09 03:43:00,2018,4,9,0,3
91017,29,In,2018-04-09 03:45:00,2018,4,9,0,3
90987,29,In,2018-04-09 03:48:00,2018,4,9,0,3
90986,29,In,2018-04-09 03:48:00,2018,4,9,0,3
90985,29,In,2018-04-09 03:48:00,2018,4,9,0,3
90984,29,In,2018-04-09 03:48:00,2018,4,9,0,3
90983,29,In,2018-04-09 03:48:00,2018,4,9,0,3
90980,29,In,2018-04-09 03:50:00,2018,4,9,0,3
90977,29,In,2018-04-09 03:51:00,2018,4,9,0,3
90979,29,In,2018-04-09 03:51:00,2018,4,9,0,3
90978,29,In,2018-04-09 03:51:00,2018,4,9,0,3
90976,29,In,2018-04-09 03:53:00,2018,4,9,0,3
90975,29,In,2018-04-09 03:53:00,2018,4,9,0,3
90974,29,In,2018-04-09 03:53:00,2018,4,9,0,3
90973,29,In,2018-04-09 03:53:00,2018,4,9,0,3
90969,29,In,2018-04-09 03:54:00,2018,4,9,0,3
90968,29,In,2018-04-09 03:54:00,2018,4,9,0,3
90971,29,In,2018-04-09 03:54:00,2018,4,9,0,3
90972,29,In,2018-04-09 03:54:00,2018,4,9,0,3
90970,29,In,2018-04-09 03:54:00,2018,4,9,0,3
90963,29,In,2018-04-09 03:55:00,2018,4,9,0,3
90964,29,In,2018-04-09 03:55:00,2018,4,9,0,3
90966,29,In,2018-04-09 03:55:00,2018,4,9,0,3
90967,29,In,2018-04-09 03:55:00,2018,4,9,0,3
90965,29,In,2018-04-09 03:55:00,2018,4,9,0,3
90960,29,In,2018-04-09 04:04:00,2018,4,9,0,4
90959,29,In,2018-04-09 04:04:00,2018,4,9,0,4
90958,29,In,2018-04-09 04:05:00,2018,4,9,0,4
90955,29,In,2018-04-09 04:05:00,2018,4,9,0,4
90952,29,In,2018-04-09 04:10:00,2018,4,9,0,4
90951,29,In,2018-04-09 04:10:00,2018,4,9,0,4
90950,29,In,2018-04-09 04:10:00,2018,4,9,0,4
90949,29,In,2018-04-09 04:10:00,2018,4,9,0,4
90948,29,In,2018-04-09 04:10:00,2018,4,9,0,4
90947,29,In,2018-04-09 04:10:00,2018,4,9,0,4
90925,29,In,2018-04-09 04:13:00,2018,4,9,0,4
90924,29,In,2018-04-09 04:13:00,2018,4,9,0,4
90917,29,In,2018-04-09 04:18:00,2018,4,9,0,4
90915,29,In,2018-04-09 04:19:00,2018,4,9,0,4
90916,29,In,2018-04-09 04:19:00,2018,4,9,0,4
90903,29,In,2018-04-09 04:23:00,2018,4,9,0,4
90904,29,In,2018-04-09 04:23:00,2018,4,9,0,4
90905,29,In,2018-04-09 04:23:00,2018,4,9,0,4
90906,29,In,2018-04-09 04:23:00,2018,4,9,0,4
90910,29,In,2018-04-09 04:23:00,2018,4,9,0,4
90911,29,In,2018-04-09 04:23:00,2018,4,9,0,4
90912,29,In,2018-04-09 04:23:00,2018,4,9,0,4
90913,29,In,2018-04-09 04:23:00,2018,4,9,0,4
90914,29,In,2018-04-09 04:23:00,2018,4,9,0,4
90909,29,In,2018-04-09 04:23:00,2018,4,9,0,4
90895,29,In,2018-04-09 04:24:00,2018,4,9,0,4
90892,29,In,2018-04-09 04:24:00,2018,4,9,0,4
90893,29,In,2018-04-09 04:24:00,2018,4,9,0,4
90894,29,In,2018-04-09 04:24:00,2018,4,9,0,4
90896,29,In,2018-04-09 04:24:00,2018,4,9,0,4
90898,29,In,2018-04-09 04:24:00,2018,4,9,0,4
90899,29,In,2018-04-09 04:24:00,2018,4,9,0,4
90900,29,In,2018-04-09 04:24:00,2018,4,9,0,4
90901,29,In,2018-04-09 04:24:00,2018,4,9,0,4
90902,29,In,2018-04-09 04:24:00,2018,4,9,0,4
90897,29,In,2018-04-09 04:24:00,2018,4,9,0,4
90888,29,In,2018-04-09 04:25:00,2018,4,9,0,4
90889,29,In,2018-04-09 04:25:00,2018,4,9,0,4
90885,29,In,2018-04-09 04:26:00,2018,4,9,0,4
90884,29,In,2018-04-09 04:26:00,2018,4,9,0,4
90883,29,In,2018-04-09 04:26:00,2018,4,9,0,4
90882,29,In,2018-04-09 04:27:00,2018,4,9,0,4
90881,29,In,2018-04-09 04:28:00,2018,4,9,0,4
90880,29,In,2018-04-09 04:28:00,2018,4,9,0,4
90879,29,In,2018-04-09 04:28:00,2018,4,9,0,4
90875,29,In,2018-04-09 04:29:00,2018,4,9,0,4
90872,29,In,2018-04-09 04:29:00,2018,4,9,0,4
90873,29,In,2018-04-09 04:29:00,2018,4,9,0,4
90874,29,In,2018-04-09 04:29:00,2018,4,9,0,4
90876,29,In,2018-04-09 04:29:00,2018,4,9,0,4
90867,29,In,2018-04-09 04:30:00,2018,4,9,0,4
90868,29,In,2018-04-09 04:30:00,2018,4,9,0,4
90863,29,In,2018-04-09 04:31:00,2018,4,9,0,4
90858,29,In,2018-04-09 04:32:00,2018,4,9,0,4
90862,29,In,2018-04-09 04:32:00,2018,4,9,0,4
90861,29,In,2018-04-09 04:32:00,2018,4,9,0,4
90860,29,In,2018-04-09 04:32:00,2018,4,9,0,4
90857,29,In,2018-04-09 04:33:00,2018,4,9,0,4
90856,29,In,2018-04-09 04:33:00,2018,4,9,0,4
90855,29,In,2018-04-09 04:33:00,2018,4,9,0,4
90841,29,In,2018-04-09 04:35:00,2018,4,9,0,4
90842,29,In,2018-04-09 04:35:00,2018,4,9,0,4
90843,29,In,2018-04-09 04:35:00,2018,4,9,0,4
90844,29,In,2018-04-09 04:35:00,2018,4,9,0,4
90845,29,In,2018-04-09 04:35:00,2018,4,9,0,4
90846,29,In,2018-04-09 04:35:00,2018,4,9,0,4
90849,29,In,2018-04-09 04:35:00,2018,4,9,0,4
90848,29,In,2018-04-09 04:35:00,2018,4,9,0,4
90850,29,In,2018-04-09 04:35:00,2018,4,9,0,4
90851,29,In,2018-04-09 04:35:00,2018,4,9,0,4
90852,29,In,2018-04-09 04:35:00,2018,4,9,0,4
90840,29,In,2018-04-09 04:35:00,2018,4,9,0,4
90847,29,In,2018-04-09 04:35:00,2018,4,9,0,4
90834,29,In,2018-04-09 04:36:00,2018,4,9,0,4
90836,29,In,2018-04-09 04:36:00,2018,4,9,0,4
90838,29,In,2018-04-09 04:36:00,2018,4,9,0,4
90839,29,In,2018-04-09 04:36:00,2018,4,9,0,4
90814,29,In,2018-04-09 04:44:00,2018,4,9,0,4
90813,29,In,2018-04-09 04:44:00,2018,4,9,0,4
90809,29,In,2018-04-09 04:46:00,2018,4,9,0,4
90808,29,In,2018-04-09 04:46:00,2018,4,9,0,4
90810,29,In,2018-04-09 04:46:00,2018,4,9,0,4
90807,29,In,2018-04-09 04:47:00,2018,4,9,0,4
90806,29,In,2018-04-09 04:47:00,2018,4,9,0,4
90805,29,In,2018-04-09 04:47:00,2018,4,9,0,4
90804,29,In,2018-04-09 04:47:00,2018,4,9,0,4
90803,29,In,2018-04-09 04:47:00,2018,4,9,0,4
90802,29,In,2018-04-09 04:47:00,2018,4,9,0,4
90799,29,In,2018-04-09 04:48:00,2018,4,9,0,4
90801,29,In,2018-04-09 04:48:00,2018,4,9,0,4
90800,29,In,2018-04-09 04:48:00,2018,4,9,0,4
90798,29,In,2018-04-09 04:49:00,2018,4,9,0,4
90795,29,In,2018-04-09 04:50:00,2018,4,9,0,4
90784,29,In,2018-04-09 04:52:00,2018,4,9,0,4
90783,29,In,2018-04-09 04:53:00,2018,4,9,0,4
90782,29,In,2018-04-09 04:53:00,2018,4,9,0,4
90777,29,In,2018-04-09 04:54:00,2018,4,9,0,4
90776,29,In,2018-04-09 04:54:00,2018,4,9,0,4
90775,29,In,2018-04-09 04:55:00,2018,4,9,0,4
90773,29,In,2018-04-09 04:56:00,2018,4,9,0,4
90772,29,In,2018-04-09 04:56:00,2018,4,9,0,4
90774,29,In,2018-04-09 04:56:00,2018,4,9,0,4
90764,29,In,2018-04-09 04:57:00,2018,4,9,0,4
90769,29,In,2018-04-09 04:57:00,2018,4,9,0,4
90761,29,In,2018-04-09 04:58:00,2018,4,9,0,4
90763,29,In,2018-04-09 04:58:00,2018,4,9,0,4
90762,29,In,2018-04-09 04:58:00,2018,4,9,0,4
90751,29,In,2018-04-09 04:59:00,2018,4,9,0,4
90752,29,In,2018-04-09 04:59:00,2018,4,9,0,4
90753,29,In,2018-04-09 04:59:00,2018,4,9,0,4
90754,29,In,2018-04-09 04:59:00,2018,4,9,0,4
90750,29,In,2018-04-09 04:59:00,2018,4,9,0,4
90756,30,In,2018-04-09 04:59:00,2018,4,9,0,4
90757,29,In,2018-04-09 04:59:00,2018,4,9,0,4
90745,29,In,2018-04-09 05:00:00,2018,4,9,0,5
90746,29,In,2018-04-09 05:00:00,2018,4,9,0,5
90749,29,In,2018-04-09 05:00:00,2018,4,9,0,5
90739,29,In,2018-04-09 05:01:00,2018,4,9,0,5
90740,29,In,2018-04-09 05:01:00,2018,4,9,0,5
90738,29,In,2018-04-09 05:01:00,2018,4,9,0,5
90736,29,In,2018-04-09 05:02:00,2018,4,9,0,5
90714,29,In,2018-04-09 05:03:00,2018,4,9,0,5
90718,29,In,2018-04-09 05:03:00,2018,4,9,0,5
90719,29,In,2018-04-09 05:03:00,2018,4,9,0,5
90722,29,In,2018-04-09 05:03:00,2018,4,9,0,5
90723,29,In,2018-04-09 05:03:00,2018,4,9,0,5
90724,29,In,2018-04-09 05:03:00,2018,4,9,0,5
90725,29,In,2018-04-09 05:03:00,2018,4,9,0,5
90707,29,In,2018-04-09 05:04:00,2018,4,9,0,5
90709,29,In,2018-04-09 05:04:00,2018,4,9,0,5
90693,29,In,2018-04-09 05:05:00,2018,4,9,0,5
90690,30,In,2018-04-09 05:06:00,2018,4,9,0,5
90689,29,In,2018-04-09 05:06:00,2018,4,9,0,5
90676,29,In,2018-04-09 05:08:00,2018,4,9,0,5
90675,29,In,2018-04-09 05:08:00,2018,4,9,0,5
90674,30,In,2018-04-09 05:08:00,2018,4,9,0,5
90670,29,In,2018-04-09 05:09:00,2018,4,9,0,5
90672,29,In,2018-04-09 05:09:00,2018,4,9,0,5
90671,29,In,2018-04-09 05:09:00,2018,4,9,0,5
90673,29,In,2018-04-09 05:09:00,2018,4,9,0,5
90669,29,In,2018-04-09 05:10:00,2018,4,9,0,5
90663,29,In,2018-04-09 05:12:00,2018,4,9,0,5
90659,29,In,2018-04-09 05:13:00,2018,4,9,0,5
90660,30,In,2018-04-09 05:13:00,2018,4,9,0,5
90662,30,In,2018-04-09 05:13:00,2018,4,9,0,5
90661,29,In,2018-04-09 05:13:00,2018,4,9,0,5
90648,29,In,2018-04-09 05:14:00,2018,4,9,0,5
90650,29,In,2018-04-09 05:14:00,2018,4,9,0,5
90651,29,In,2018-04-09 05:14:00,2018,4,9,0,5
90649,30,In,2018-04-09 05:14:00,2018,4,9,0,5
90655,29,In,2018-04-09 05:14:00,2018,4,9,0,5
90656,30,In,2018-04-09 05:14:00,2018,4,9,0,5
90653,30,In,2018-04-09 05:14:00,2018,4,9,0,5
90640,29,In,2018-04-09 05:15:00,2018,4,9,0,5
90647,30,In,2018-04-09 05:15:00,2018,4,9,0,5
90646,29,In,2018-04-09 05:15:00,2018,4,9,0,5
90645,30,In,2018-04-09 05:15:00,2018,4,9,0,5
90644,29,In,2018-04-09 05:15:00,2018,4,9,0,5
90642,30,In,2018-04-09 05:15:00,2018,4,9,0,5
90639,30,In,2018-04-09 05:15:00,2018,4,9,0,5
90628,29,In,2018-04-09 05:16:00,2018,4,9,0,5
90632,29,In,2018-04-09 05:16:00,2018,4,9,0,5
90629,29,In,2018-04-09 05:16:00,2018,4,9,0,5
90631,29,In,2018-04-09 05:16:00,2018,4,9,0,5
90638,29,In,2018-04-09 05:16:00,2018,4,9,0,5
90634,30,In,2018-04-09 05:16:00,2018,4,9,0,5
90627,29,In,2018-04-09 05:17:00,2018,4,9,0,5
90626,30,In,2018-04-09 05:17:00,2018,4,9,0,5
90625,29,In,2018-04-09 05:17:00,2018,4,9,0,5
90624,29,In,2018-04-09 05:17:00,2018,4,9,0,5
90623,30,In,2018-04-09 05:17:00,2018,4,9,0,5
90620,29,In,2018-04-09 05:18:00,2018,4,9,0,5
90621,30,In,2018-04-09 05:18:00,2018,4,9,0,5
90622,29,In,2018-04-09 05:18:00,2018,4,9,0,5
90617,29,In,2018-04-09 05:20:00,2018,4,9,0,5
90616,30,In,2018-04-09 05:21:00,2018,4,9,0,5
90615,29,In,2018-04-09 05:21:00,2018,4,9,0,5
90614,29,In,2018-04-09 05:21:00,2018,4,9,0,5
90611,29,In,2018-04-09 05:22:00,2018,4,9,0,5
90603,29,In,2018-04-09 05:23:00,2018,4,9,0,5
90604,29,In,2018-04-09 05:23:00,2018,4,9,0,5
90605,30,In,2018-04-09 05:23:00,2018,4,9,0,5
90606,29,In,2018-04-09 05:23:00,2018,4,9,0,5
90609,30,In,2018-04-09 05:23:00,2018,4,9,0,5
90608,29,In,2018-04-09 05:23:00,2018,4,9,0,5
90607,29,In,2018-04-09 05:23:00,2018,4,9,0,5
90590,29,In,2018-04-09 05:25:00,2018,4,9,0,5
90593,29,In,2018-04-09 05:25:00,2018,4,9,0,5
90594,30,In,2018-04-09 05:25:00,2018,4,9,0,5
90596,29,In,2018-04-09 05:25:00,2018,4,9,0,5
90598,29,In,2018-04-09 05:25:00,2018,4,9,0,5
90599,29,In,2018-04-09 05:25:00,2018,4,9,0,5
90600,29,In,2018-04-09 05:25:00,2018,4,9,0,5
90601,30,In,2018-04-09 05:25:00,2018,4,9,0,5
90602,29,In,2018-04-09 05:25:00,2018,4,9,0,5
90597,29,In,2018-04-09 05:25:00,2018,4,9,0,5
90578,30,In,2018-04-09 05:26:00,2018,4,9,0,5
90582,29,In,2018-04-09 05:26:00,2018,4,9,0,5
90579,29,In,2018-04-09 05:26:00,2018,4,9,0,5
90580,29,In,2018-04-09 05:26:00,2018,4,9,0,5
90581,29,In,2018-04-09 05:26:00,2018,4,9,0,5
90583,30,In,2018-04-09 05:26:00,2018,4,9,0,5
90585,29,In,2018-04-09 05:26:00,2018,4,9,0,5
90586,29,In,2018-04-09 05:26:00,2018,4,9,0,5
90587,30,In,2018-04-09 05:26:00,2018,4,9,0,5
90588,29,In,2018-04-09 05:26:00,2018,4,9,0,5
90584,29,In,2018-04-09 05:26:00,2018,4,9,0,5
90577,29,In,2018-04-09 05:27:00,2018,4,9,0,5
90576,30,In,2018-04-09 05:27:00,2018,4,9,0,5
90575,29,In,2018-04-09 05:27:00,2018,4,9,0,5
90565,29,In,2018-04-09 05:29:00,2018,4,9,0,5
90570,30,In,2018-04-09 05:29:00,2018,4,9,0,5
90569,29,In,2018-04-09 05:29:00,2018,4,9,0,5
90568,29,In,2018-04-09 05:29:00,2018,4,9,0,5
90555,29,In,2018-04-09 05:30:00,2018,4,9,0,5
90560,29,In,2018-04-09 05:30:00,2018,4,9,0,5
90556,30,In,2018-04-09 05:30:00,2018,4,9,0,5
90553,29,In,2018-04-09 05:30:00,2018,4,9,0,5
90554,30,In,2018-04-09 05:30:00,2018,4,9,0,5
90557,29,In,2018-04-09 05:30:00,2018,4,9,0,5
90562,30,In,2018-04-09 05:30:00,2018,4,9,0,5
90559,30,In,2018-04-09 05:30:00,2018,4,9,0,5
90561,29,In,2018-04-09 05:30:00,2018,4,9,0,5
90558,29,In,2018-04-09 05:30:00,2018,4,9,0,5
90552,29,In,2018-04-09 05:31:00,2018,4,9,0,5
90551,29,In,2018-04-09 05:31:00,2018,4,9,0,5
90550,30,In,2018-04-09 05:31:00,2018,4,9,0,5
90549,29,In,2018-04-09 05:31:00,2018,4,9,0,5
90548,29,In,2018-04-09 05:31:00,2018,4,9,0,5
90547,30,In,2018-04-09 05:31:00,2018,4,9,0,5
90544,29,In,2018-04-09 05:31:00,2018,4,9,0,5
90534,29,In,2018-04-09 05:32:00,2018,4,9,0,5
90532,29,In,2018-04-09 05:32:00,2018,4,9,0,5
90535,30,In,2018-04-09 05:32:00,2018,4,9,0,5
90536,29,In,2018-04-09 05:32:00,2018,4,9,0,5
90533,30,In,2018-04-09 05:32:00,2018,4,9,0,5
90537,30,In,2018-04-09 05:32:00,2018,4,9,0,5
90529,29,In,2018-04-09 05:33:00,2018,4,9,0,5
90528,29,In,2018-04-09 05:33:00,2018,4,9,0,5
90527,30,In,2018-04-09 05:33:00,2018,4,9,0,5
90526,29,In,2018-04-09 05:33:00,2018,4,9,0,5
90521,29,In,2018-04-09 05:34:00,2018,4,9,0,5
90522,29,In,2018-04-09 05:34:00,2018,4,9,0,5
90525,29,In,2018-04-09 05:34:00,2018,4,9,0,5
90508,29,In,2018-04-09 05:35:00,2018,4,9,0,5
90509,29,In,2018-04-09 05:35:00,2018,4,9,0,5
90516,30,In,2018-04-09 05:35:00,2018,4,9,0,5
90517,29,In,2018-04-09 05:35:00,2018,4,9,0,5
90515,29,In,2018-04-09 05:35:00,2018,4,9,0,5
90497,29,In,2018-04-09 05:36:00,2018,4,9,0,5
90498,30,In,2018-04-09 05:36:00,2018,4,9,0,5
90501,29,In,2018-04-09 05:36:00,2018,4,9,0,5
90502,29,In,2018-04-09 05:36:00,2018,4,9,0,5
90504,29,In,2018-04-09 05:36:00,2018,4,9,0,5
90505,30,In,2018-04-09 05:36:00,2018,4,9,0,5
90503,30,In,2018-04-09 05:36:00,2018,4,9,0,5
90496,30,In,2018-04-09 05:37:00,2018,4,9,0,5
90495,29,In,2018-04-09 05:37:00,2018,4,9,0,5
90494,29,In,2018-04-09 05:37:00,2018,4,9,0,5
90493,30,In,2018-04-09 05:37:00,2018,4,9,0,5
90492,29,In,2018-04-09 05:37:00,2018,4,9,0,5
90491,29,In,2018-04-09 05:37:00,2018,4,9,0,5
90490,29,In,2018-04-09 05:37:00,2018,4,9,0,5
90480,29,In,2018-04-09 05:38:00,2018,4,9,0,5
90481,30,In,2018-04-09 05:38:00,2018,4,9,0,5
90482,29,In,2018-04-09 05:38:00,2018,4,9,0,5
90483,30,In,2018-04-09 05:38:00,2018,4,9,0,5
90487,30,In,2018-04-09 05:38:00,2018,4,9,0,5
90488,29,In,2018-04-09 05:38:00,2018,4,9,0,5
90489,30,In,2018-04-09 05:38:00,2018,4,9,0,5
90486,29,In,2018-04-09 05:38:00,2018,4,9,0,5
90461,29,In,2018-04-09 05:39:00,2018,4,9,0,5
90463,30,In,2018-04-09 05:39:00,2018,4,9,0,5
90464,29,In,2018-04-09 05:39:00,2018,4,9,0,5
90466,30,In,2018-04-09 05:39:00,2018,4,9,0,5
90468,29,In,2018-04-09 05:39:00,2018,4,9,0,5
90459,30,In,2018-04-09 05:39:00,2018,4,9,0,5
90472,29,In,2018-04-09 05:39:00,2018,4,9,0,5
90473,30,In,2018-04-09 05:39:00,2018,4,9,0,5
90475,29,In,2018-04-09 05:39:00,2018,4,9,0,5
90477,30,In,2018-04-09 05:39:00,2018,4,9,0,5
90478,29,In,2018-04-09 05:39:00,2018,4,9,0,5
90479,30,In,2018-04-09 05:39:00,2018,4,9,0,5
90445,30,In,2018-04-09 05:40:00,2018,4,9,0,5
90444,29,In,2018-04-09 05:40:00,2018,4,9,0,5
